ID,HTML
16932,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Nemesis Spaulders</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Shoulder</td><th>Cloth</th></tr></tbody></table>87 Armor<br>+14 Intellect<br>+20 Stamina<br>+10 Fire Resistance<br>Durability 60 / 60<br>Classes: Warlock<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=18384" class="q2">Improves your chance to get a critical strike with spells by 1%.</a></span><br><span class="q2">Equip: <a href="?spell=14047" class="q2">Increases damage and healing done by magical spells and effects by up to 23.</a></span><br><span class="q"><a href="?itemset=212" class="q">Nemesis Raiment</a> (0/8)</span><div class="q0 indent"><span><a href="?item=16933">Nemesis Belt</a></span><br><span><a href="?item=16927">Nemesis Boots</a></span><br><span><a href="?item=16934">Nemesis Bracers</a></span><br><span><a href="?item=16928">Nemesis Gloves</a></span><br><span><a href="?item=16930">Nemesis Leggings</a></span><br><span><a href="?item=16931">Nemesis Robes</a></span><br><span><a href="?item=16929">Nemesis Skullcap</a></span><br><span><a href="?item=16932">Nemesis Spaulders</a></span><br></div><span class="q0"><span class="q0"><span>(3) Set: <a href="?spell=14047">Increases damage and healing done by magical spells and effects by up to 23.</a></span><br><span>(5) Set: <a href="?spell=21922">Your pet gains 20 stamina and 130 spell resistance against all schools of magic.</a></span><br><span>(8) Set: <a href="?spell=23555">Reduces the threat generated by your Destruction spells by 20%.</a></span><br></span></span></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
19403,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Band of Forced Concentration</b><br>Binds when picked up<br>Unique<table width="100%"><tbody><tr><td>Finger</td><th></th></tr></tbody></table>+12 Intellect<br>+9 Stamina<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=23727" class="q2">Improves your chance to hit with spells by 1%.</a></span><br><span class="q2">Equip: <a href="?spell=14248" class="q2">Increases damage and healing done by magical spells and effects by up to 21.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
16916,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Netherwind Robes</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Chest</td><th>Cloth</th></tr></tbody></table>116 Armor<br>+26 Intellect<br>+8 Spirit<br>+16 Stamina<br>+10 Fire Resistance<br>+10 Nature Resistance<br>Durability 100 / 100<br>Classes: Mage<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=18384" class="q2">Improves your chance to get a critical strike with spells by 1%.</a></span><br><span class="q2">Equip: <a href="?spell=17367" class="q2">Increases damage and healing done by magical spells and effects by up to 32.</a></span><br><span class="q"><a href="?itemset=210" class="q">Netherwind Regalia</a> (0/8)</span><div class="q0 indent"><span><a href="?item=16818">Netherwind Belt</a></span><br><span><a href="?item=16918">Netherwind Bindings</a></span><br><span><a href="?item=16912">Netherwind Boots</a></span><br><span><a href="?item=16914">Netherwind Crown</a></span><br><span><a href="?item=16917">Netherwind Mantle</a></span><br><span><a href="?item=16913">Netherwind Gloves</a></span><br><span><a href="?item=16915">Netherwind Pants</a></span><br><span><a href="?item=16916">Netherwind Robes</a></span><br></div><span class="q0"><span class="q0"><span>(3) Set: <a href="?spell=21879">Reduces the threat generated by your Scorch,  Arcane Missiles, Fireball, and Frostbolt spells.</a></span><br><span>(5) Set: <a href="?spell=23549">Increases the radius of Arcane Explosion, Flamestrike, and Blizzard by 25%.</a></span><br><span>(8) Set: <a href="?spell=22007">10% chance after casting Arcane Missiles, Fireball, or Frostbolt that your next spell with a casting time under 10 seconds cast instantly.</a></span><br></span></span></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
16906,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Bloodfang Boots</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Feet</td><th>Leather</th></tr></tbody></table>154 Armor<br>+25 Agility<br>+17 Stamina<br>+6 Strength<br>+10 Fire Resistance<br>Durability 60 / 60<br>Classes: Rogue<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=13669" class="q2">Increases your chance to dodge an attack by 1%.</a></span><br><span class="q"><a href="?itemset=213" class="q">Bloodfang Armor</a> (0/8)</span><div class="q0 indent"><span><a href="?item=16910">Bloodfang Belt</a></span><br><span><a href="?item=16906">Bloodfang Boots</a></span><br><span><a href="?item=16911">Bloodfang Bracers</a></span><br><span><a href="?item=16905">Bloodfang Chestpiece</a></span><br><span><a href="?item=16907">Bloodfang Gloves</a></span><br><span><a href="?item=16908">Bloodfang Hood</a></span><br><span><a href="?item=16909">Bloodfang Pants</a></span><br><span><a href="?item=16832">Bloodfang Spaulders</a></span><br></div><span class="q0"><span class="q0"><span>(3) Set: <a href="?spell=21881">Increases the chance to apply poisons to your target by 5%.</a></span><br><span>(5) Set: <a href="?spell=23558">Improves the threat reduction of Feint by 25%.</a></span><br><span>(8) Set: <a href="?spell=23581">Gives the Rogue a chance to inflict 283 to 318 damage on the target and heal the Rogue for 50 health every 1 sec. for 6 sec. on a melee hit.</a></span><br></span></span></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
16912,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Netherwind Boots</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Feet</td><th>Cloth</th></tr></tbody></table>80 Armor<br>+16 Intellect<br>+10 Spirit<br>+13 Stamina<br>+10 Fire Resistance<br>Durability 50 / 50<br>Classes: Mage<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=14054" class="q2">Increases damage and healing done by magical spells and effects by up to 27.</a></span><br><span class="q"><a href="?itemset=210" class="q">Netherwind Regalia</a> (0/8)</span><div class="q0 indent"><span><a href="?item=16818">Netherwind Belt</a></span><br><span><a href="?item=16918">Netherwind Bindings</a></span><br><span><a href="?item=16912">Netherwind Boots</a></span><br><span><a href="?item=16914">Netherwind Crown</a></span><br><span><a href="?item=16917">Netherwind Mantle</a></span><br><span><a href="?item=16913">Netherwind Gloves</a></span><br><span><a href="?item=16915">Netherwind Pants</a></span><br><span><a href="?item=16916">Netherwind Robes</a></span><br></div><span class="q0"><span class="q0"><span>(3) Set: <a href="?spell=21879">Reduces the threat generated by your Scorch,  Arcane Missiles, Fireball, and Frostbolt spells.</a></span><br><span>(5) Set: <a href="?spell=23549">Increases the radius of Arcane Explosion, Flamestrike, and Blizzard by 25%.</a></span><br><span>(8) Set: <a href="?spell=22007">10% chance after casting Arcane Missiles, Fireball, or Frostbolt that your next spell with a casting time under 10 seconds cast instantly.</a></span><br></span></span></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
19433,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Emberweave Leggings</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Legs</td><th>Mail</th></tr></tbody></table>417 Armor<br>+22 Stamina<br>+17 Agility<br>+12 Intellect<br>+35 Fire Resistance<br>Durability 105 / 105<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
16951,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Judgement Bindings</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Wrist</td><th>Plate</th></tr></tbody></table>375 Armor<br>+9 Intellect<br>+8 Agility<br>+21 Stamina<br>+9 Strength<br>Durability 55 / 55<br>Classes: Paladin<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=9397" class="q2">Increases damage and healing done by magical spells and effects by up to 7.</a></span><br><span class="q"><a href="?itemset=217" class="q">Judgement Armor</a> (0/8)</span><div class="q0 indent"><span><a href="?item=16952">Judgement Belt</a></span><br><span><a href="?item=16951">Judgement Bindings</a></span><br><span><a href="?item=16958">Judgement Breastplate</a></span><br><span><a href="?item=16955">Judgement Crown</a></span><br><span><a href="?item=16956">Judgement Gauntlets</a></span><br><span><a href="?item=16954">Judgement Legplates</a></span><br><span><a href="?item=16957">Judgement Sabatons</a></span><br><span><a href="?item=16953">Judgement Spaulders</a></span><br></div><span class="q0"><span class="q0"><span>(3) Set: <a href="?spell=23565">Increases the radius of a Paladin's auras by 10.</a></span><br><span>(5) Set: <a href="?spell=24196">Increases damage and healing done by magical spells and effects by up to 47.</a></span><br><span>(8) Set: <a href="?spell=23591">Inflicts 60 to 67 additional Holy damage on the target of a Paladin's Judgement.</a></span><br></span></span></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
19394,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Drake Talon Pauldrons</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Shoulder</td><th>Plate</th></tr></tbody></table>634 Armor<br>+20 Agility<br>+20 Strength<br>+17 Stamina<br>Durability 100 / 100<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=13669" class="q2">Increases your chance to dodge an attack by 1%.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
19356,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Staff of the Shadow Flame</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Two-hand</td><th>Staff</th></tr></tbody></table><table width="100%"><tbody><tr><td>141.8 - 247.8  Damage</td><th>Speed 3.20</th></tr></tbody></table>(60.9 damage per second)<br>+29 Intellect<br>+24 Stamina<br>+18 Spirit<br>Durability 120 / 120<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=18382" class="q2">Improves your chance to get a critical strike with spells by 2%.</a></span><br><span class="q2">Equip: <a href="?spell=23728" class="q2">Increases damage and healing done by magical spells and effects by up to 84.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
16910,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Bloodfang Belt</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Waist</td><th>Leather</th></tr></tbody></table>126 Armor<br>+20 Agility<br>+15 Stamina<br>+13 Strength<br>+10 Shadow Resistance<br>Durability 40 / 40<br>Classes: Rogue<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=7597" class="q2">Improves your chance to get a critical strike by 1%.</a></span><br><span class="q"><a href="?itemset=213" class="q">Bloodfang Armor</a> (0/8)</span><div class="q0 indent"><span><a href="?item=16910">Bloodfang Belt</a></span><br><span><a href="?item=16906">Bloodfang Boots</a></span><br><span><a href="?item=16911">Bloodfang Bracers</a></span><br><span><a href="?item=16905">Bloodfang Chestpiece</a></span><br><span><a href="?item=16907">Bloodfang Gloves</a></span><br><span><a href="?item=16908">Bloodfang Hood</a></span><br><span><a href="?item=16909">Bloodfang Pants</a></span><br><span><a href="?item=16832">Bloodfang Spaulders</a></span><br></div><span class="q0"><span class="q0"><span>(3) Set: <a href="?spell=21881">Increases the chance to apply poisons to your target by 5%.</a></span><br><span>(5) Set: <a href="?spell=23558">Improves the threat reduction of Feint by 25%.</a></span><br><span>(8) Set: <a href="?spell=23581">Gives the Rogue a chance to inflict 283 to 318 damage on the target and heal the Rogue for 50 health every 1 sec. for 6 sec. on a melee hit.</a></span><br></span></span></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
19438,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Ringo's Blizzard Boots</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Feet</td><th>Cloth</th></tr></tbody></table>75 Armor<br>+12 Intellect<br>+11 Stamina<br>Durability 50 / 50<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=17900" class="q2">Increases damage done by Frost spells and effects by up to 40.</a></span><br><span class="q2">Equip: <a href="?spell=23727" class="q2">Improves your chance to hit with spells by 1%.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
19337,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">The Black Book</b><br>Binds when picked up<br>Unique<table width="100%"><tbody><tr><td>Trinket</td><th></th></tr></tbody></table>Classes: Warlock<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Use: <a href="?spell=23720" class="q2">Empowers your pet, increasing pet damage by 100% and increasing pet armor by 100% for 30 sec. This spell will only affect an Imp, Succubus, Voidwalker, Felhunter, Infernal and Doomguard.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
19364,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Ashkandi, Greatsword of the Brotherhood</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Two-hand</td><th>Sword</th></tr></tbody></table><table width="100%"><tbody><tr><td>229 - 344  Damage</td><th>Speed 3.50</th></tr></tbody></table>(81.9 damage per second)<br>+33 Stamina<br>Durability 120 / 120<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=15829" class="q2">+86 Attack Power.</a></span><br><span class="q">"The initials A.L. are etched on the hilt."</span></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
19434,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Band of Dark Dominion</b><br>Binds when picked up<br>Unique<table width="100%"><tbody><tr><td>Finger</td><th></th></tr></tbody></table>+6 Intellect<br>+12 Stamina<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=18013" class="q2">Increases damage done by Shadow spells and effects by up to 33.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
19349,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Elementium Reinforced Bulwark</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Off Hand</td><th>Shield</th></tr></tbody></table>2893 Armor<br>54 Block<br>+23 Stamina<br>Durability 120 / 120<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=23731" class="q2">Increases the block value of your shield by 19.</a></span><br><span class="q2">Equip: <a href="?spell=13385" class="q2">Increased Defense +7.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
19406,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Drake Fang Talisman</b><br>Binds when picked up<br>Unique<table width="100%"><tbody><tr><td>Trinket</td><th></th></tr></tbody></table>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=15814" class="q2">+56 Attack Power.</a></span><br><span class="q2">Equip: <a href="?spell=15465" class="q2">Improves your chance to hit by 2%.</a></span><br><span class="q2">Equip: <a href="?spell=13669" class="q2">Increases your chance to dodge an attack by 1%.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
19384,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Master Dragonslayer's Ring</b><br>Binds when picked up<br>Unique<table width="100%"><tbody><tr><td>Finger</td><th></th></tr></tbody></table>+14 Stamina<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=9333" class="q2">+48 Attack Power.</a></span><br><span class="q2">Equip: <a href="?spell=15464" class="q2">Improves your chance to hit by 1%.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
16956,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Judgement Gauntlets</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Hands</td><th>Plate</th></tr></tbody></table>535 Armor<br>+20 Intellect<br>+6 Agility<br>+15 Stamina<br>+6 Strength<br>+10 Shadow Resistance<br>Durability 55 / 55<br>Classes: Paladin<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=21626" class="q2">Restores 6 mana per 5 sec.</a></span><br><span class="q2">Equip: <a href="?spell=9344" class="q2">Increases damage and healing done by magical spells and effects by up to 15.</a></span><br><span class="q"><a href="?itemset=217" class="q">Judgement Armor</a> (0/8)</span><div class="q0 indent"><span><a href="?item=16952">Judgement Belt</a></span><br><span><a href="?item=16951">Judgement Bindings</a></span><br><span><a href="?item=16958">Judgement Breastplate</a></span><br><span><a href="?item=16955">Judgement Crown</a></span><br><span><a href="?item=16956">Judgement Gauntlets</a></span><br><span><a href="?item=16954">Judgement Legplates</a></span><br><span><a href="?item=16957">Judgement Sabatons</a></span><br><span><a href="?item=16953">Judgement Spaulders</a></span><br></div><span class="q0"><span class="q0"><span>(3) Set: <a href="?spell=23565">Increases the radius of a Paladin's auras by 10.</a></span><br><span>(5) Set: <a href="?spell=24196">Increases damage and healing done by magical spells and effects by up to 47.</a></span><br><span>(8) Set: <a href="?spell=23591">Inflicts 60 to 67 additional Holy damage on the target of a Paladin's Judgement.</a></span><br></span></span></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
16897,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Stormrage Chestguard</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Chest</td><th>Leather</th></tr></tbody></table>225 Armor<br>+25 Intellect<br>+17 Spirit<br>+20 Stamina<br>+10 Fire Resistance<br>+10 Nature Resistance<br>Durability 120 / 120<br>Classes: Druid<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=18384" class="q2">Improves your chance to get a critical strike with spells by 1%.</a></span><br><span class="q2">Equip: <a href="?spell=15714" class="q2">Increases damage and healing done by magical spells and effects by up to 22.</a></span><br><span class="q2">Equip: <a href="?spell=9407" class="q2">Increases healing done by spells and effects by up to 20.</a></span><br><span class="q"><a href="?itemset=214" class="q">Stormrage Raiment</a> (0/8)</span><div class="q0 indent"><span><a href="?item=16903">Stormrage Belt</a></span><br><span><a href="?item=16898">Stormrage Boots</a></span><br><span><a href="?item=16904">Stormrage Bracers</a></span><br><span><a href="?item=16897">Stormrage Chestguard</a></span><br><span><a href="?item=16900">Stormrage Cover</a></span><br><span><a href="?item=16899">Stormrage Handguards</a></span><br><span><a href="?item=16901">Stormrage Legguards</a></span><br><span><a href="?item=16902">Stormrage Pauldrons</a></span><br></div><span class="q0"><span class="q0"><span>(3) Set: <a href="?spell=21894">Allows 15% of your Mana regeneration to continue while casting.</a></span><br><span>(5) Set: <a href="?spell=21872">Reduces the casting time of your Regrowth spell by 200 sec.</a></span><br><span>(8) Set: <a href="?spell=21871">Increases the duration of your Rejuvenation spell by 3000 sec.</a></span><br></span></span></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
19342,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Venomous Totem</b><br>Binds when picked up<br>Unique<table width="100%"><tbody><tr><td>Trinket</td><th></th></tr></tbody></table>Classes: Rogue<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Use: <a href="?spell=23726" class="q2">Increases the chance to apply Rogue poisons to your target by 30% for 20 sec.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
19399,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Black Ash Robe</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Chest</td><th>Cloth</th></tr></tbody></table>114 Armor<br>+22 Intellect<br>+21 Stamina<br>+30 Fire Resistance<br>Durability 100 / 100<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=14799" class="q2">Increases damage and healing done by magical spells and effects by up to 20.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
19388,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Angelista's Grasp</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Waist</td><th>Cloth</th></tr></tbody></table>66 Armor<br>+20 Intellect<br>+17 Stamina<br>Durability 35 / 35<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=9416" class="q2">Increases damage and healing done by magical spells and effects by up to 11.</a></span><br><span class="q2">Equip: <a href="?spell=23729" class="q2">Improves your chance to hit with spells by 2%.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
19345,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Aegis of Preservation</b><br>Binds when picked up<br>Unique<table width="100%"><tbody><tr><td>Trinket</td><th></th></tr></tbody></table>Classes: Priest<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Use: <a href="?spell=23780" class="q2">Increases armor by 500, and heals 35 damage every time you take ranged or melee damage for 20 sec.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
16935,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Dragonstalker's Bracers</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Wrist</td><th>Mail</th></tr></tbody></table>211 Armor<br>+23 Agility<br>+6 Intellect<br>+6 Spirit<br>+13 Stamina<br>Durability 50 / 50<br>Classes: Hunter<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q"><a href="?itemset=215" class="q">Dragonstalker Armor</a> (0/8)</span><div class="q0 indent"><span><a href="?item=16936">Dragonstalker's Belt</a></span><br><span><a href="?item=16935">Dragonstalker's Bracers</a></span><br><span><a href="?item=16942">Dragonstalker's Breastplate</a></span><br><span><a href="?item=16940">Dragonstalker's Gauntlets</a></span><br><span><a href="?item=16941">Dragonstalker's Greaves</a></span><br><span><a href="?item=16939">Dragonstalker's Helm</a></span><br><span><a href="?item=16938">Dragonstalker's Legguards</a></span><br><span><a href="?item=16937">Dragonstalker's Spaulders</a></span><br></div><span class="q0"><span class="q0"><span>(3) Set: <a href="?spell=23559">Increases the Ranged Attack Power bonus of your Aspect of the Hawk by 20% and Melee Attack Power bonus of your Aspect of the Wolf by 20%.</a></span><br><span>(5) Set: <a href="?spell=21928">Increases your pet's stamina by 40 and all spell resistances by 60.</a></span><br><span>(8) Set: <a href="?spell=23578">You have a chance whenever you deal ranged damage to apply an Expose Weakness effect to the target. Expose Weakness increases the Ranged Attack Power of all attackers against that target by 450 for 7 sec.</a></span><br></span></span></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
16926,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Bindings of Transcendence</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Wrist</td><th>Cloth</th></tr></tbody></table>51 Armor<br>+13 Intellect<br>+16 Spirit<br>+9 Stamina<br>Durability 35 / 35<br>Classes: Priest<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=9344" class="q2">Increases damage and healing done by magical spells and effects by up to 15.</a></span><br><span class="q2">Equip: <a href="?spell=9406" class="q2">Increases healing done by spells and effects by up to 18.</a></span><br><span class="q"><a href="?itemset=211" class="q">Vestments of Transcendence</a> (0/8)</span><div class="q0 indent"><span><a href="?item=16925">Belt of Transcendence</a></span><br><span><a href="?item=16926">Bindings of Transcendence</a></span><br><span><a href="?item=16919">Boots of Transcendence</a></span><br><span><a href="?item=16921">Halo of Transcendence</a></span><br><span><a href="?item=16920">Handguards of Transcendence</a></span><br><span><a href="?item=16922">Leggings of Transcendence</a></span><br><span><a href="?item=16924">Pauldrons of Transcendence</a></span><br><span><a href="?item=16923">Robes of Transcendence</a></span><br></div><span class="q0"><span class="q0"><span>(3) Set: <a href="?spell=21894">Allows 15% of your Mana regeneration to continue while casting.</a></span><br><span>(5) Set: <a href="?spell=21853">When struck in melee there is a 50% chance you will Fade for 4 sec.</a></span><br><span>(8) Set: <a href="?spell=22010">Your Greater Heals now have a heal over time component equivalent to a rank 5 Renew.</a></span><br></span></span></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
19398,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Cloak of Firemaw</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Back</td><th>Cloth</th></tr></tbody></table>57 Armor<br>+12 Stamina<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=14056" class="q2">+50 Attack Power.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
